598.580866,618.745824,1,1
692.507118,699.405657,1,1
1772.415222,1800.973775,2,2
1833.994603,1851.843699,2,2
1865.230521,1881.294707,2,2
1892.896619,1908.960806,2,2
1934.841995,1951.798636,2,2
1970.540186,1988.389282,2,2
2012.485562,2036.581841,2,2
2055.323392,2069.602669,2,2
2077.634762,2096.376312,2,2
2171.342515,2189.191611,2,2
2314.135282,2332.876833,2,2
2358.758022,2371.252389,2,2
2382.854301,2417.660038,3,2
2654.160559,2675.579474,2,2
2685.396477,2703.245573,2,2
2707.707847,2719.309759,2,2
2742.513584,2755.007951,2,2
3009.357567,3023.636844,2,2
3111.097414,3128.946510,2,2
3477.896334,3492.175611,2,2
3512.702071,3526.981348,2,2
3544.830444,3563.571995,1,1
3652.817474,3695.655304,2,2
3742.062954,3760.804504,2,2
3775.976236,3795.610241,2,2
4007.122028,4032.110762,2,2
4063.346680,4079.410866,2,2
4241.837638,4262.364099,2,2
4280.213195,4316.803841,2,2
4359.641671,4381.953041,2,2
4389.985134,4423.005962,2,2
4461.381518,4485.477797,2,2
4551.519452,4572.045912,2,2
4653.259299,4675.570669,2,2
4743.397233,4771.063332,2,2
4783.557699,4795.159611,2,2
4906.716460,4929.027830,2,2
4976.327934,4998.639304,2,2
5014.703491,5036.122406,2,2
5053.971502,5091.454603,2,2
5124.475430,5147.679255,2,2
5156.603803,5195.871814,2,2
5235.139825,5256.558740,2,2
5273.515381,5299.396570,2,2
5315.460756,5329.740033,2,2
5420.770422,5437.727063,1,1
5460.930888,5490.381896,2,2
5685.829496,5702.786137,1,1
5813.450532,5831.299628,2,2
5874.137458,5887.524280,2,2
5915.190378,5941.964022,2,2
5949.103660,5987.479217,2,2
6006.220767,6024.069863,2,2
6028.532137,6039.241595,2,2
6047.273688,6061.552965,2,2
6141.873896,6158.830537,2,2
6235.581650,6254.323200,2,2
6254.323200,6266.817567,2,2
6279.311934,6298.053485,2,2
6570.252197,6589.886203,2,2
6648.788219,6664.852406,2,3
7006.662592,7025.404143,2,2
7149.455359,7175.336548,2,2
7204.787556,7220.851743,2,2
7274.399030,7287.785852,1,1
7772.388806,7792.022811,2,2
7829.505913,7852.709737,2,2
7913.396663,7942.847671,2,2
8139.187726,8159.714187,2,2
8331.957962,8351.591967,2,2
8363.193880,8386.397704,2,2
8418.526077,8445.299721,2,2
8498.847008,8519.373469,2,2
8578.275485,8606.834039,2,2
8637.177502,8654.134143,2,2
9003.083967,9027.180247,2,3
9057.523710,9077.157715,2,3
9097.684176,9118.210636,2,2
9143.199370,9209.241025,2,2
9252.078855,9269.035496,2,2
9383.269710,9408.258444,2,2
9465.375551,9479.654828,2,2
9487.686921,9514.460565,2,2
9724.187441,9743.821447,2,2
9871.442483,9888.399124,2,2
9945.516230,9963.365326,2,3
10047.256077,10082.954269,1,2
10178.446932,10198.080937,2,2
10230.209310,10248.058406,2,2
10286.433962,10303.390603,2,2
10347.120888,10361.400165,2,2
10472.064559,10486.343836,2.2
10728.199085,10744.263272,2,2
10826.369113,10837.971025,2,2
10950.420329,10972.731699,2,2
11110.169737,11131.588652,2,2
11147.652839,11159.254751,2,2
11181.566121,11197.630307,2,2
11227.973770,11257.424778,2,2
11286.875787,11302.047518,2,2
11449.302559,11482.323387,2,2
11546.580132,11559.966954,2,2
11687.587989,11718.823907,2,2
11987.452800,12002.624532,2,2
12028.505721,12040.107633,2,2
12183.792855,12196.287222,2,2
12206.104225,12220.383502,2,2
12248.942055,12265.898696,2,2
12294.457250,12308.736526,2,2
12394.412187,12410.476373,2,2
12455.099113,12489.012395,2,2
12545.237047,12588.074877,2,2
12646.084439,12670.180718,2,2
12688.029814,12705.878910,2,2
12862.058499,12880.800050,2,2
12955.766252,12970.937984,2,2
13054.828735,13070.892921,2,2
13117.300570,13130.687392,2,2
13215.470598,13232.427239,2,2
13335.951995,13359.155820,2,2
13418.950291,13441.261661,2,3
13498.378768,13518.905228,2,2
13596.548795,13619.752620,2,2
13635.816806,13663.482905,2,3
13855.360685,13874.102236,2,1
14101.231981,14107.032937,1,1
14181.999140,14203.418055,2,2
14216.804877,14228.406789,2,1
14270.352165,14282.846532,2,2
14447.058214,14460.445036,2,2
14510.422505,14527.379146,2,2
14665.709639,14678.204006,1,1
14678.204006,14688.467236,2,2
15247.892369,15256.913535,3,2
16749.120444,16757.610953,3,2
16921.583903,16934.319666,4,1
17538.297817,17552.556595,3,2
17747.676725,17764.937352,2,3
18081.632332,18093.639724,3,2
19349.913175,19368.674726,3,2
19617.077661,19627.584129,3,2
21494.733678,21514.996153,3,3
24341.986649,24361.498662,3,1
24527.350772,24537.106778,3,2
24627.162223,24639.169616,3,1
25136.725946,25159.239808,3,2
25683.062310,25692.818316,3,1
25848.914420,25864.674123,3,3
27221.509487,27241.771962,3,3
28175.753227,28182.386437,1,1
31283.279423,31310.077591,2,2
31327.589265,31339.529043,2,2
31663.495017,31679.945378,3,3
32120.390518,32136.310222,1,1
32380.943005,32390.760156,1,1
